"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,11.1,,
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,2,,
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,7,,
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,7,,
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,13.2,,
"MEX","Mexico","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,10.4,,
"NLD","Netherlands","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,16,,
"NLD","Netherlands","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,22.3,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,6.7,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,5.7,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,2.1,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,1.9,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,4.6,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,3.5,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,1.4,,
"NZL","New Zealand","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,2.7,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,16.7,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,20.8,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,18.3,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,20.3,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,19.8,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,17,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,18.4,,
"NZL","New Zealand","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,16.4,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,7.5,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,4.3,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,4,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,2.3,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,5.4,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,5.2,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,3.7,,
"NOR","Norway","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,4.1,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,23.4,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,22,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,22.2,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,21.9,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,20.3,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,19.4,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,18.5,,
"NOR","Norway","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,18.3,,
"POL","Poland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,-1.2,,
"POL","Poland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,-2.7,,
"POL","Poland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,-2.9,,
"POL","Poland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,20.5,,
"POL","Poland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,22,,
"POL","Poland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,23.3,,
"PRT","Portugal","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,9.6,,
"PRT","Portugal","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,1.7,,
"PRT","Portugal","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,12.5,,
"PRT","Portugal","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,13.1,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,17.4,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,5.5,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,3.8,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,5.1,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,5.5,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,5.8,,
"SVK","Slovak Republic","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,2.5,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,27.6,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,24.3,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,22.7,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,22.9,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,23.1,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,23.6,,
"SVK","Slovak Republic","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,22.5,,
"ESP","Spain","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,12.2,,
"ESP","Spain","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,13.2,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,8,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,5.7,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,4.5,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,4.1,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,3.6,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,4.3,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,4.2,,
"SWE","Sweden","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,3.8,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,27.4,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,25.3,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,21.7,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,18.9,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,17.9,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,16.7,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,15.3,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,14.8,,
"CHE","Switzerland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,23.2,,
"CHE","Switzerland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,19.3,,
"CHE","Switzerland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,14.9,,
"CHE","Switzerland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,14.3,,
"CHE","Switzerland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,28.5,,
"CHE","Switzerland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,24.9,,
"CHE","Switzerland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,20,,
"CHE","Switzerland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,20.2,,
"TUR","Türkiye","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,0,,
"TUR","Türkiye","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,-4.7,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,20,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,15,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,13.7,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,12.6,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,11.8,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,11.4,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,10.9,,
"GBR","United Kingdom","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,10.2,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,27.9,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,25.9,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,25.3,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,23,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,22.5,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,22.3,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,22.5,,
"GBR","United Kingdom","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,21.6,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,13.7,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,11.8,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,10.9,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,9.7,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,8.7,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,9.9,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,13.1,,
"USA","United States","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,14.7,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,29,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,26,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,22.9,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,22.4,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,23.5,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,22.2,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,21.6,,
"USA","United States","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,23.6,,
"CHL","Chile","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,12.9,,
"CHL","Chile","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,16.7,,
"CHL","Chile","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,10.1,,
"CHL","Chile","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,9.8,,
"CHL","Chile","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,15,,
"CHL","Chile","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,9.1,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,50,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,44,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,33.3,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,40.3,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,39.6,,
"COL","Colombia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,37.5,,
"COL","Colombia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,3.9,,
"COL","Colombia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,0.7,,
"COL","Colombia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,1.2,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,30.8,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,37.2,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,38.7,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,36.8,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,35.6,,
"CRI","Costa Rica","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,35.8,,
"CRI","Costa Rica","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,-5.8,,
"CRI","Costa Rica","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,2.1,,
"CRI","Costa Rica","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,0,,
"CRI","Costa Rica","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,6.7,,
"CRI","Costa Rica","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,-3.3,,
"CRI","Costa Rica","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,4.8,,
"EST","Estonia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,17.7,,
"EST","Estonia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,30,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,17.2,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,15.3,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,16.2,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,13.4,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,16.5,,
"ISR","Israel","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,19.4,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,27.2,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,28.2,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,28.5,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,29.9,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,30.9,,
"ISR","Israel","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2018","2018",,,"0","Units",,,29.8,,
"LVA","Latvia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,-1.2,,
"LVA","Latvia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,22.8,,
"LTU","Lithuania","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,1.3,,
"LTU","Lithuania","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,22.1,,
"SVN","Slovenia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,0.3,,
"SVN","Slovenia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2010","2010",,,"0","Units",,,4.3,,
"OAVG","OECD - Average","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2000","2000",,,"0","Units",,,14,,
"OAVG","OECD - Average","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2005","2005",,,"0","Units",,,13.3,,
